ID,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
798,United States,156000,4,0,0,10000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
799,United States,80000,1,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
800,United States,76000,4,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
801,United States,105000,20,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
802,United States,65000,3,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
803,United States,108000,7,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
804,United States,90000,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
805,Canada,34090.9090909091,8,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
806,United Kingdom,18125,3,1,0,1000,Not remote,10,1,0,0,1,0,0,0,0,0,0,0,0,0
807,Germany,59139.7849462366,14,1,1,100,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0
808,United States,180000,20,0,1,10000,Not remote,10,0,1,1,0,0,0,0,0,0,0,1,0,0
809,United States,110000,2,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
810,United States,70000,1,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
811,United States,115668,1,0,1,10000,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0
812,Canada,74242.4242424242,14,0,1,100,Not remote,9,1,1,1,1,1,1,0,0,0,0,1,0,0
813,United States,73000,4,0,0,10000,Not remote,5,0,0,0,0,1,0,0,0,0,0,0,0,1
814,United States,70000,8,1,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
815,United States,118000,13,0,1,20,Remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
816,United States,62000,3,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
817,United States,40000,2,0,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
818,United Kingdom,51250,14,0,1,10000,Not remote,8,1,1,0,0,0,0,0,0,0,0,0,0,1
819,Canada,75757.5757575758,10,0,1,20,Not remote,5,0,1,0,0,0,0,0,0,0,0,0,1,1
820,India,24959.6241374248,9,1,1,100,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,0
821,Germany,59139.7849462366,3,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
822,United States,75000,3,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
823,United States,70000,10,0,1,10000,Not remote,8,0,0,1,1,0,0,0,0,0,0,1,0,1
824,United States,45000,7,1,1,1,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
825,Canada,34090.9090909091,2,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
826,United States,53000,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
827,United States,72000,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
828,United States,122400,20,0,0,100,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,0,1
829,United States,54000,2,0,0,10000,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,1,1
830,United States,143000,11,1,1,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
831,United States,170000,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
832,United Kingdom,18750,1,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
833,United States,90000,0,0,1,1000,Not remote,7,1,0,1,1,0,1,0,0,1,1,0,0,0
834,United States,115000,4,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
835,United States,77000,1,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
836,United States,125000,17,1,1,100,Not remote,9,0,0,0,0,0,0,1,0,0,1,0,0,1
837,United States,160000,9,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
838,United States,91500,7,0,0,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
839,United States,123456,8,0,0,20,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,0
840,United States,36000,2,0,1,10,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
841,Canada,45454.5454545455,8,1,0,20,Not remote,10,0,0,0,0,1,0,0,0,0,1,1,0,1
842,United States,56000,4,0,0,100,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
843,United Kingdom,193750,17,1,1,10000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
844,Germany,41935.4838709677,4,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
845,United Kingdom,127500,7,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
846,Canada,68181.8181818182,15,0,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
847,Canada,83333.3333333333,11,1,0,100,Not remote,8,0,0,0,1,0,0,0,0,1,0,0,0,0
848,United States,195000,20,0,1,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
849,Canada,45454.5454545455,1,0,1,100,Not remote,10,0,1,0,0,1,0,0,0,0,0,0,1,1
850,United States,64000,1,0,0,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
851,United States,88000,18,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
852,Canada,80681.8181818182,4,0,0,20,Remote,6,0,0,0,1,1,0,0,0,0,0,0,0,1
853,United States,60000,10,0,1,10,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
854,United States,70000,6,0,1,10,Not remote,8,1,0,1,0,0,0,0,0,0,0,0,0,1
855,United States,71000,3,0,1,20,Not remote,7,0,0,0,1,0,0,0,0,1,0,0,0,0
856,Canada,49242.4242424242,3,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,1,0,1
857,United States,130000,7,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
858,United Kingdom,31250,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
859,United States,67200,3,0,1,10000,Not remote,8,1,1,0,0,0,0,1,0,0,1,0,1,1
860,United States,95900,20,1,1,5000,Not remote,8,0,1,1,1,1,1,0,0,0,1,1,1,1
861,United Kingdom,52500,10,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
862,United States,66000,2,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
863,United States,82500,3,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
864,United Kingdom,74967.5,7,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
865,United Kingdom,62500,5,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
866,United States,115000,20,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
867,United States,100000,16,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
868,United States,82000,6,0,1,10000,Not remote,9,0,0,1,1,0,0,0,0,0,0,0,0,1
869,United States,180000,20,1,1,1000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,1
870,United States,90000,3,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
871,United States,135000,19,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
872,Canada,47727.2727272727,3,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
873,United States,140000,20,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
874,United States,91000,11,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
875,Germany,79569.8924731183,4,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
876,United Kingdom,42500,4,0,1,20,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
877,United States,89500,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
878,United States,65000,1,0,0,100,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
879,United States,113000,9,0,1,10000,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
880,United States,75000,1,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
881,Canada,143181.818181818,4,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
882,United States,68000,1,1,1,10,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
883,United States,100000,16,1,1,1,Not remote,10,1,0,0,0,1,0,0,0,0,0,0,1,1
884,United States,123000,12,0,0,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
885,United States,150000,20,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
886,India,8956.10042578182,4,1,1,5000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
887,United States,105000,5,0,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
888,United States,40000,6,1,1,1,Not remote,10,0,0,0,0,0,1,0,0,1,1,0,0,0
889,United States,83000,1,1,1,1000,Not remote,10,0,1,0,0,0,0,0,0,0,1,0,0,1
890,United States,175000,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
891,Canada,51515.1515151515,1,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
892,United States,121000,10,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
893,United Kingdom,87500,8,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
894,United States,50000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
895,India,22023.197768316,4,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
896,United States,142500,10,1,1,20,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
897,United States,110000,14,0,1,1,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,1,1
898,United States,90000,20,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
899,United States,110000,3,0,1,10000,Not remote,7,1,0,0,1,1,0,0,0,0,0,0,0,0
900,United Kingdom,38580,13,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
901,United States,90000,3,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
902,India,22023.197768316,8,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
903,India,4404.63955366319,1,1,0,10000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
904,India,3523.71164293055,1,1,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
905,United Kingdom,56250,3,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
906,United States,81000,2,1,1,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
907,United Kingdom,75000,7,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
908,Germany,48387.0967741935,3,0,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
909,United Kingdom,62500,5,1,1,1,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
910,Germany,55913.9784946237,6,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
911,United States,175000,9,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
912,United Kingdom,53750,20,0,1,10,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
913,Germany,58064.5161290323,5,0,1,1000,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,1
914,United Kingdom,41250,7,1,1,1,Not remote,6,0,0,1,0,0,0,0,1,0,1,0,0,1
915,Germany,91397.8494623656,15,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
916,India,10277.4922918808,3,0,1,20,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,1,1
917,United States,149000,20,1,1,5000,Remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
918,India,11745.7054764352,10,0,1,10000,Remote,7,1,0,1,0,0,0,0,0,0,0,0,0,0
919,United States,167000,20,1,1,1,Not remote,10,0,1,1,1,1,0,0,0,0,0,0,1,1
920,United States,85000,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
921,United States,100400,11,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
922,United Kingdom,30000,1,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
923,United Kingdom,47500,16,1,0,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
924,United Kingdom,112500,7,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
925,United States,75000,17,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
926,United Kingdom,53750,5,1,1,100,Not remote,8,0,1,0,1,0,0,0,0,0,0,0,1,1
927,Canada,90909.0909090909,14,1,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
928,India,7047.42328586111,5,0,1,10000,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,1
929,United States,115000,20,0,1,100,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
930,Germany,53763.4408602151,1,1,1,5000,Not remote,6,1,1,0,1,1,0,0,0,0,0,0,1,1
931,United States,110000,9,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
932,United Kingdom,57500,6,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
933,United Kingdom,37875,8,0,0,10,Not remote,5,0,0,0,0,1,0,0,0,0,0,1,1,1
934,Canada,49242.4242424242,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
935,Germany,45161.2903225806,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
936,United States,108000,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
937,United States,126000,20,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
938,United Kingdom,43750,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
939,India,8192.62956981354,1,0,1,5000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
940,United States,24000,3,0,1,10,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
941,United States,88750,11,1,1,5000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
942,Germany,12903.2258064516,1,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
943,Germany,48387.0967741935,10,0,1,20,Not remote,6,0,1,1,0,0,0,1,0,0,0,0,0,0
944,United States,40000,2,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
945,United States,24000,4,0,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,1,1
946,India,15959.4773161063,6,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
947,United States,150000,9,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
948,Germany,51612.9032258064,6,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
949,United States,110000,11,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
950,Germany,64516.1290322581,5,0,1,1000,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1
951,United States,92000,5,0,0,100,Not remote,5,0,0,1,1,0,0,0,1,0,0,0,0,0
952,Canada,90909.0909090909,16,1,1,500,Remote,10,1,0,0,1,0,0,0,0,0,1,0,1,0
953,Germany,64516.1290322581,20,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
954,Germany,19354.8387096774,9,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
955,United Kingdom,29375,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
956,United Kingdom,45000,3,0,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
957,United States,170000,14,0,1,10000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
958,United Kingdom,59375,14,0,1,20,Not remote,7,1,0,1,1,0,0,0,1,0,0,0,0,1
959,United States,45000,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
960,United States,80000,3,1,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
961,United States,88000,15,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
962,United States,130000,1,1,1,100,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0
963,United States,45000,1,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,1,0,1
964,United States,65000,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
965,Canada,84090.9090909091,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
966,United States,72000,2,1,1,500,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
967,United States,70000,1,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
968,United States,42500,8,1,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
969,United States,107250,9,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
970,United States,80000,4,0,1,1,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
971,Canada,72727.2727272727,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
972,Germany,35483.8709677419,18,1,1,1,Remote,7,0,0,0,0,1,0,0,1,0,0,0,0,0
973,Canada,75757.5757575758,20,1,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
974,United States,100000,4,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
975,United States,120000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
976,India,3523.71164293055,2,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
977,Canada,109848.484848485,20,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
978,India,11011.598884158,2,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
979,United States,120000,15,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
980,United States,60000,5,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
981,United Kingdom,40000,9,0,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
982,India,16150.3450300984,1,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
983,United States,63500,3,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
984,United Kingdom,75000,16,1,1,20,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0
985,Germany,67204.3010752688,5,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
986,Germany,66666.6666666667,9,0,0,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
987,United Kingdom,105000,6,0,1,10000,Not remote,8,0,0,0,1,0,0,0,0,1,0,0,0,1
988,United States,62000,1,1,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
989,United States,135000,4,0,1,10000,Not remote,8,1,0,1,0,1,1,0,0,0,0,0,0,0
990,United States,110000,20,0,1,100,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,0
991,United Kingdom,37500,1,0,1,10,Remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
992,United Kingdom,75000,18,1,1,1,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,1,1
993,Canada,60606.0606060606,1,0,1,1000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
994,United States,34800,2,0,0,1,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
995,Canada,49242.4242424242,0,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
996,India,5872.85273821759,1,0,1,10000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
997,United States,85000,15,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
998,United Kingdom,35000,4,0,1,500,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,0,1
999,Germany,3763.44086021505,6,0,0,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1000,Canada,68181.8181818182,10,1,1,20,Not remote,9,1,0,0,1,0,0,0,0,0,1,0,0,1
1001,United States,160000,10,0,0,10000,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
1002,United States,125000,12,0,0,1000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
1003,United States,90000,8,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
1004,United States,71000,6,0,1,10000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,1,0
1005,United Kingdom,25000,4,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
1006,United States,96000,5,0,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1007,United States,165000,20,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,United States,110000,7,0,1,10000,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
1009,United States,120000,4,1,1,100,Not remote,9,0,0,1,1,0,0,0,1,0,1,0,0,1
1010,India,19086.7713992072,10,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
1011,United States,55000,1,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
1012,India,3876.08280722361,4,0,1,100,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
1013,Germany,34838.7096774194,4,0,0,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,India,11099.6916752312,4,1,1,10000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
1015,Germany,43010.752688172,7,0,0,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,1,0
1016,Germany,51612.9032258064,16,0,0,10,Not remote,8,0,0,0,1,0,1,0,0,0,0,0,0,0
1017,United Kingdom,43750,6,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1018,United Kingdom,44375,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1019,United Kingdom,41875,4,0,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
1020,Germany,50322.5806451613,5,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1021,United Kingdom,56250,6,1,1,100,Not remote,7,1,1,0,0,0,0,0,0,0,0,0,1,1
1022,United Kingdom,50000,5,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,1,1
1023,United Kingdom,59375,5,1,1,10,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,United Kingdom,56250,6,1,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
1025,United Kingdom,31250,2,0,1,100,Not remote,8,1,0,1,0,0,0,0,1,0,0,0,0,1
1026,India,8809.27910732638,2,1,1,5000,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,Germany,34838.7096774194,6,0,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
1028,India,2642.78373219792,2,1,1,1,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1029,India,4551.46087211863,2,0,0,10,Not remote,3,1,0,1,0,0,0,0,0,0,1,0,0,0
1030,India,7047.42328586111,4,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
1031,United Kingdom,31250,3,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1032,United Kingdom,72500,5,0,1,10000,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
1033,United Kingdom,63750,20,0,1,100,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,1
1034,United States,84000,20,0,0,100,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1035,United Kingdom,27500,1,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
1036,India,17618.5582146528,5,0,0,500,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
1037,India,10277.4922918808,4,0,0,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
1038,Germany,49462.3655913978,2,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1039,United States,85000,20,0,1,100,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,1,1
1040,United Kingdom,37500,5,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
1041,United Kingdom,40000,6,1,1,20,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,1,0
1042,United States,75000,4,0,0,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
1043,Germany,51612.9032258064,5,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
1044,United States,140000,12,0,0,10,Remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
1045,Germany,41935.4838709677,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1046,India,5138.74614594039,2,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
1047,United Kingdom,55000,16,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,0
1048,United States,47500,2,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1049,United Kingdom,100000,9,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1050,United Kingdom,29250,3,0,1,500,Not remote,8,0,1,1,1,0,0,0,0,0,1,0,1,1
1051,United Kingdom,100000,20,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
1052,Canada,75757.5757575758,11,0,0,10000,Not remote,8,1,1,1,1,0,0,0,0,0,0,0,1,1
1053,United States,75000,11,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1054,United Kingdom,52500,19,0,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
1055,United States,93000,20,0,1,5000,Not remote,9,0,0,1,1,0,1,0,0,0,0,0,0,0
1056,United Kingdom,51582.5,10,0,0,20,Not remote,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1057,Germany,67741.935483871,8,0,1,10,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,1
1058,Germany,53593.5483870968,7,1,1,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
1059,Germany,42473.1182795699,5,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
1060,United Kingdom,40000,2,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1061,United States,110000,7,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
1062,United States,86500,20,0,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
1063,United States,120000,20,1,1,1,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
