ID,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
3618,Germany,107526.88172043,20,0,1,5000,Not remote,8,1,1,1,1,0,0,0,0,0,0,0,1,0
3619,United States,100000,1,0,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3620,United States,120000,20,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
3621,United States,69995,4,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3622,United States,73000,8,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
3623,United States,80000,2,0,0,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
3624,Canada,40909.0909090909,5,1,0,20,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,0
3625,United States,91000,15,1,1,10000,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,0
3626,United States,85000,20,0,1,100,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,0,1
3627,India,8075.17251504918,3,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
3628,United States,130000,5,0,0,10000,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3629,United States,55000,1,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
3630,United Kingdom,67500,4,1,1,1000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3631,United States,145000,11,1,0,100,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
3632,Canada,68181.8181818182,13,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3633,United States,75000,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3634,United States,84000,4,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3635,United States,140000,20,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,United States,55000,2,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3637,United States,160000,20,1,1,10000,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0
3638,United States,86000,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3639,United States,55000,10,0,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3640,United States,50000,6,0,1,20,Remote,8,0,0,0,0,0,0,0,1,0,1,0,0,1
3641,United Kingdom,56250,13,1,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3642,United States,51000,6,1,1,20,Not remote,8,0,1,1,0,1,0,0,0,0,0,0,1,1
3643,United States,120000,5,0,0,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3644,United States,145000,20,1,0,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,United States,118000,4,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3646,United States,74000,1,0,1,20,Not remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
3647,United States,92000,9,1,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
3648,Canada,31818.1818181818,1,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3649,Canada,30303.0303030303,2,1,1,10,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
3650,United States,125000,4,1,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3651,United States,57000,1,0,1,10000,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3652,United States,30000,20,1,1,10,Not remote,8,0,0,1,1,0,1,0,0,0,1,0,0,1
3653,Canada,31818.1818181818,5,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3654,United States,115000,20,0,1,1,Not remote,8,1,1,1,0,0,0,0,0,0,1,0,1,1
3655,Germany,75268.8172043011,8,1,0,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3656,India,4404.63955366319,2,1,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
3657,India,14682.131845544,3,1,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3658,India,1761.85582146528,4,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3659,United Kingdom,55000,20,0,0,20,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
3660,India,7781.52987813831,2,1,1,10,Not remote,9,0,1,1,0,0,0,0,0,0,1,1,0,1
3661,United Kingdom,50000,10,1,1,5000,Not remote,7,0,0,1,0,0,0,0,1,0,0,0,0,1
3662,United Kingdom,35000,3,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
3663,United Kingdom,43750,3,1,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3664,Germany,86021.5053763441,20,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,Germany,64516.1290322581,7,0,1,100,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,0
3666,United Kingdom,123456.790123457,5,1,1,1000,Not remote,8,1,0,0,0,1,0,0,0,1,0,0,0,1
3667,United Kingdom,121250,7,0,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
3668,India,30245.1916018206,9,0,1,1000,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
3669,United States,95000,8,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3670,United States,135000,14,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,India,16150.3450300984,6,1,1,100,Not remote,9,1,0,0,0,1,0,0,0,0,1,0,1,1
3672,United States,113000,12,0,1,100,Not remote,2,0,0,1,0,0,0,0,0,0,0,0,0,0
3673,Germany,77419.3548387097,8,1,1,20,Not remote,8,1,1,1,0,0,0,0,0,0,0,0,1,1
3674,United States,115000,13,0,0,1000,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
3675,United States,92000,10,0,1,1000,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3676,United States,140000,19,1,1,10,Not remote,9,0,0,1,1,1,0,0,0,0,0,0,1,1
3677,United States,91000,8,1,1,1,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3678,United States,80000,1,1,1,10000,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3679,United States,67500,5,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3680,United States,170000,10,0,0,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
3681,United States,107000,20,0,1,500,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3682,United States,118000,9,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
3683,Canada,34090.9090909091,18,1,1,1,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,1,1
3684,India,51387.4614594039,13,0,1,20,Not remote,8,1,1,1,0,0,0,0,0,0,1,0,0,1
3685,Germany,53763.4408602151,2,0,1,1000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
3686,Germany,32258.064516129,5,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
3687,United States,142000,5,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,Germany,86021.5053763441,9,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
3689,Germany,43333.3333333333,3,0,1,100,Not remote,8,0,0,1,0,1,0,0,0,0,0,1,0,0
3690,United States,92000,20,1,1,1000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3691,Canada,30303.0303030303,2,0,0,1000,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
3692,United States,101000,16,0,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
3693,United States,160000,16,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3694,United States,90000,1,0,1,5000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
3695,India,4845.10350902951,2,1,1,1,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,1,1
3696,Germany,59139.7849462366,8,1,1,20,Remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3697,Germany,61290.3225806452,1,1,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
3698,United States,90000,5,1,1,100,Not remote,9,0,1,0,0,1,0,0,0,0,0,0,1,0
3699,United States,95000,4,1,1,10000,Remote,10,0,1,1,0,1,0,0,0,0,1,0,1,1
3700,United States,108000,6,1,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3701,Germany,51612.9032258064,2,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
3702,Germany,69892.4731182796,3,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,1,1,0,0,1
3703,United States,119000,12,0,0,100,Not remote,9,0,0,0,0,0,0,1,0,0,0,0,0,1
3704,United States,104000,20,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
3705,United States,126000,10,1,1,100,Remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
3706,United States,156000,2,0,1,10000,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0
3707,United States,60000,1,0,1,20,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0
3708,United States,78000,5,0,1,10000,Not remote,7,1,1,0,0,0,0,0,0,0,0,0,0,0
3709,United States,95000,6,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3710,India,1174.57054764352,6,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3711,India,4404.63955366319,2,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
3712,Germany,34408.6021505376,1,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3713,India,20554.9845837616,6,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3714,India,13948.0252532668,7,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
3715,India,35237.1164293055,0,1,1,1,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,0,1
3716,India,6900.60196740567,5,0,1,10000,Not remote,7,1,1,0,1,0,0,0,0,0,0,0,0,0
3717,Germany,60215.0537634409,10,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3718,United Kingdom,75000,17,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
3719,India,2660.40229041257,1,0,1,1000,Not remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3720,United Kingdom,56250,20,0,0,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
3721,Germany,64516.1290322581,9,1,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
3722,Germany,59408.6021505376,9,0,0,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
3723,Germany,44946.2365591398,2,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,India,22394.7446999104,8,0,1,10,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
3725,United Kingdom,49500,2,0,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
3726,Germany,69892.4731182796,13,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3727,United Kingdom,31250,1,0,1,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,0
3728,Germany,3440.86021505376,9,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
3729,India,4404.63955366319,2,0,0,20,Not remote,10,0,0,0,0,0,0,0,1,0,0,0,0,0
3730,India,20554.9845837616,20,0,1,500,Remote,7,0,1,0,0,1,0,0,0,0,1,0,1,1
3731,United Kingdom,45000,5,0,1,100,Not remote,8,0,0,1,0,1,0,0,0,0,1,0,0,1
3732,India,3523.71164293055,0,1,1,20,Remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3733,India,4580.82513580972,3,0,1,20,Not remote,8,0,1,1,1,0,0,0,0,0,1,0,0,1
3734,India,4052.26838937014,1,0,0,1,Not remote,7,0,0,0,0,0,0,0,1,0,0,0,0,0
3735,United Kingdom,42500,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,Germany,64516.1290322581,9,0,1,10000,Not remote,5,1,1,1,0,0,1,0,0,0,1,0,0,1
3737,India,19086.7713992072,4,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3738,India,5872.85273821759,2,0,0,10000,Not remote,4,0,0,0,1,0,0,0,0,0,1,0,0,1
3739,Germany,63440.8602150538,3,0,1,10000,Not remote,8,0,0,0,0,1,0,0,0,1,0,0,0,1
3740,India,4404.63955366319,5,1,1,10,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3741,United Kingdom,37500,2,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3742,United Kingdom,71250,13,1,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
3743,Germany,58064.5161290323,4,1,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
3744,Germany,80645.1612903226,16,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3745,United States,41600,2,0,0,20,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,1,0
3746,United States,109000,12,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3747,United States,41000,2,0,1,1000,Not remote,7,0,1,1,0,0,0,1,0,0,0,0,0,1
3748,Germany,75268.8172043011,17,1,1,10000,Not remote,10,0,0,1,1,0,0,0,0,0,1,0,0,0
3749,United States,75000,5,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3750,United States,90000,5,1,1,20,Remote,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3751,United States,60000,7,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,United States,130000,9,1,1,100,Remote,9,1,0,0,1,0,0,0,0,1,0,0,0,0
3753,United States,120000,7,0,1,500,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
3754,United States,85000,1,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3755,United States,89000,8,0,0,100,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
3756,Germany,69892.4731182796,8,0,1,100,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
3757,United States,62000,5,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
3758,Germany,51612.9032258064,6,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
3759,United States,90000,2,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3760,United States,87500,13,0,0,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
3761,United Kingdom,125000,15,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,United States,80000,5,0,1,1,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1
3763,United States,92000,7,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3764,United States,78000,13,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
3765,Germany,66666.6666666667,12,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3766,United Kingdom,51000,4,0,1,100,Not remote,7,0,0,1,1,0,1,0,0,0,0,0,0,1
3767,Germany,80645.1612903226,7,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,United States,82000,2,0,1,1000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3769,India,7399.79445015416,3,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3770,United Kingdom,73750,14,0,0,10000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
3771,Germany,88172.0430107527,13,1,1,20,Not remote,9,1,0,0,1,0,0,0,0,1,0,0,0,1
3772,United States,96000,5,0,0,10000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
3773,India,20554.9845837616,2,1,1,10,Not remote,9,0,0,0,0,0,0,1,0,0,0,0,1,1
3774,United States,126000,15,0,1,1000,Not remote,9,0,0,1,0,1,0,0,0,0,0,0,0,1
3775,United States,35000,1,1,1,10,Not remote,7,0,0,0,0,0,0,1,0,0,0,0,1,1
3776,United States,110000,4,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3777,United States,65000,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3778,United States,165000,20,0,0,10,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3779,United States,65000,5,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3780,United States,124000,15,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3781,United States,65000,4,0,0,100,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,0
3782,United Kingdom,86250,13,1,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,1,1,0,1
3783,Canada,41666.6666666667,6,0,0,100,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
3784,United States,83000,10,0,0,20,Not remote,6,1,1,0,1,0,0,0,0,1,0,0,0,1
3785,United States,45000,10,0,0,1,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
3786,United States,60000,16,0,0,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
3787,United States,190000,20,0,0,20,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
3788,United States,60000,16,0,1,1,Not remote,6,0,1,1,0,0,0,0,0,0,0,1,1,0
3789,United States,120000,20,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3790,Germany,137634.408602151,16,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3791,United States,130000,20,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3792,United States,125000,20,0,1,10000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3793,United Kingdom,42500,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3794,United States,60000,3,0,1,10,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,0,1
3795,United Kingdom,37500,3,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
3796,United States,75000,2,0,1,1000,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
3797,United States,110000,4,1,1,20,Not remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
3798,United States,100000,19,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3799,United States,185000,20,0,0,10000,Not remote,8,0,0,0,1,0,1,0,0,0,1,0,0,0
3800,Germany,56989.247311828,6,1,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3801,United States,115000,3,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3802,United States,80000,7,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3803,United States,110000,14,0,1,500,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
3804,United States,170000,14,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
3805,United States,77500,6,0,1,5000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3806,United States,98000,20,1,1,10000,Not remote,10,0,0,1,1,1,0,0,0,0,0,0,0,0
3807,India,24959.6241374248,4,0,0,10000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,0
3808,United States,130000,1,0,0,1000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3809,India,4404.63955366319,1,0,1,1000,Remote,8,1,0,0,0,0,1,0,0,0,1,0,0,0
3810,United States,74800,4,1,1,20,Remote,6,0,0,1,0,0,0,0,0,0,0,0,1,1
3811,United States,105000,2,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3812,India,2936.42636910879,2,1,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3813,United States,155000,17,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3814,India,5872.85273821759,2,0,0,10000,Not remote,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3815,India,28630.1570988107,12,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
3816,India,1761.85582146528,1,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
3817,India,5285.56746439583,2,1,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,1
3818,United States,140000,16,1,1,20,Remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
3819,United States,90000,3,0,0,1,Not remote,7,0,0,0,0,0,0,1,0,0,0,0,0,1
3820,Germany,38709.6774193548,7,1,1,1,Not remote,10,1,0,0,0,0,0,1,0,1,0,0,0,1
3821,India,7124,5,1,1,1,Remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
3822,India,2642.78373219792,1,0,1,1000,Not remote,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3823,India,2349.14109528704,1,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
3824,United Kingdom,50000,20,0,0,20,Not remote,8,0,1,1,0,0,0,0,0,0,1,0,0,1
3825,India,5138.74614594039,4,1,1,100,Not remote,3,0,0,1,1,1,0,0,0,0,0,0,1,1
3826,India,2642.78373219792,1,0,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
3827,United Kingdom,62500,3,1,0,10000,Not remote,7,1,0,1,1,0,0,0,0,0,0,0,0,0
3828,India,3964.17559829687,1,1,1,100,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3829,Germany,43010.752688172,3,1,1,1000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
3830,India,4210.96755248862,3,1,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
3831,United Kingdom,50000,5,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3832,India,9543.38569960358,3,0,1,10000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
3833,India,3230.06900601967,1,0,0,20,Remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
3834,India,10277.4922918808,7,0,0,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
3835,Germany,69892.4731182796,9,1,1,20,Not remote,8,0,0,1,0,0,1,0,0,1,0,0,0,1
3836,United States,100000,19,0,0,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3837,United States,160000,20,1,1,10,Remote,8,0,0,0,0,0,0,0,0,1,0,0,0,1
3838,Germany,43010.752688172,11,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3839,United States,97000,4,1,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
3840,India,4771.69284980179,0,1,0,1,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
3841,Germany,2956.98924731183,3,0,1,20,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,0
3842,United Kingdom,35625,4,0,0,1000,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,1
3843,United States,129000,16,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3844,United Kingdom,48125,5,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3845,United Kingdom,28750,3,0,1,1,Not remote,9,1,0,0,0,0,0,0,0,1,0,0,0,0
3846,United States,73500,4,0,1,500,Not remote,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3847,United States,110000,4,0,1,1000,Not remote,7,1,1,0,0,0,0,0,0,1,0,0,0,1
3848,Germany,32258.064516129,7,1,1,10,Not remote,3,1,0,0,0,0,0,0,0,0,0,0,0,1
3849,United States,98500,5,1,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3850,United States,70000,3,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3851,Germany,59139.7849462366,9,0,1,100,Not remote,6,0,1,1,0,1,0,0,0,0,0,0,0,0
3852,Canada,51893.9393939394,3,0,1,10000,Not remote,6,0,0,1,0,0,1,0,0,0,1,0,0,1
3853,Germany,69892.4731182796,11,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3854,United States,180000,19,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3855,United States,65000,3,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,United States,130000,15,0,1,20,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
3857,United States,92000,2,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3858,United States,95000,3,1,1,20,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
3859,United States,20000,9,0,0,1,Remote,10,0,1,0,0,0,0,1,0,0,1,0,1,1
3860,United States,50000,2,0,1,1000,Not remote,4,0,0,0,0,1,0,0,0,0,0,0,0,1
3861,United States,40000,2,1,1,10000,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
3862,India,4845.10350902951,2,1,0,10,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
3863,United States,72000,2,1,1,10000,Not remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
3864,United States,143820,11,1,0,1000,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
3865,United States,48000,2,0,1,1000,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3866,United States,52000,9,1,1,10000,Not remote,9,0,0,1,0,1,0,0,0,0,0,1,1,1
3867,United States,150000,16,1,1,5000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
3868,United States,112000,12,1,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3869,Canada,106060.606060606,19,1,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,0
3870,United States,120000,12,0,0,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
3871,United States,80000,10,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3872,United States,90000,4,0,1,10000,Not remote,9,0,0,1,1,1,0,0,0,0,0,0,0,1
3873,United States,83000,14,0,1,100,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
3874,United States,65000,4,0,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1
3875,United States,125000,20,1,1,100,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,1
3876,United States,36500,4,1,1,10,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,0
3877,United States,80000,8,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
3878,United States,160000,8,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3879,United States,110000,4,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3880,United States,66000,16,0,1,1,Remote,6,0,1,0,0,0,0,0,0,0,0,1,1,1
