id,name,popularity,album.id,album.name,album.total_tracks,track_number,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist
6ky7V6pofLTDxI6vJ6azZ4,Must Get Out - Demo,34,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,7,197466,0.664,0.507,g,-7.11,major,0.0371,0.214,0,0.0849,0.586,191.978,4,Maroon 5
6lwJPy78yr392u5uVUQKww,Sunday Morning - Demo,43,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,8,252106,0.536,0.624,c,-7.481,major,0.0533,0.0274,0,0.0908,0.886,88.648,4,Maroon 5
4ygNJLjf6J6X91VPExX0Ee,Secret - Demo,35,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,9,249666,0.512,0.51,f,-7.219,major,0.0455,0.097,2.39e-5,0.128,0.132,177.109,4,Maroon 5
2gGyGhrur9okI0UBIDXJEG,Through With You - Demo,33,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,10,200853,0.677,0.427,a#,-7.47,minor,0.0434,0.0605,0,0.0788,0.537,140.057,4,Maroon 5
4lgsjS8hYdpP8lOyyKdNEf,Not Coming Home - Demo,33,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,11,231293,0.747,0.361,d,-8.595,minor,0.0549,0.0511,2.26e-6,0.202,0.397,121.499,4,Maroon 5
5tSN9S1BvuQ1TcmBnkA9Ws,Sweetest Goodbye - Demo,35,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,12,210453,0.716,0.606,g,-7.083,major,0.0446,0.216,1.27e-6,0.112,0.787,164.052,4,Maroon 5
4bvqIVboftRLtgT8WBOXCI,Take What You Want - Demo,36,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,13,145066,0.642,0.834,a,-6.517,major,0.0615,0.0462,0,0.201,0.54,112.344,3,Maroon 5
39gJMnnXw8x2Im44B8BM3P,Ragdoll - Original Demo/Non-LP International B-Side,36,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,14,328693,0.718,0.576,g,-5.244,major,0.0342,0.333,3.15e-6,0.0965,0.361,121.699,4,Maroon 5
4PPgUdOaHiGBEswMhwSziB,Woman - Demo,35,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,15,246213,0.774,0.604,a,-9.445,minor,0.131,0.227,0.00268,0.0646,0.78,173.998,4,Maroon 5
1hbbMyfgxjcFrW2v4ll8uQ,Chilly Winter - Demo,33,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,16,175106,0.793,0.489,c,-9.254,major,0.0358,0.0831,4.44e-4,0.111,0.793,136.009,5,Maroon 5
0ecxQl1Uij06vO9S7htIVI,The Sun - Alternate Mix,34,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,29,17,256680,0.618,0.805,g,-4.962,major,0.0378,0.0175,0,0.0455,0.476,80.024,4,Maroon 5
05Ysei8K5zQxvLRzHcEhhe,Look For The Good,54,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,1,309666,0.781,0.653,c,-7.999,major,0.0878,0.0247,0,0.262,0.789,90.069,4,Jason Mraz
0FQJrnW7nH6P2LJsPk4aqX,Make Love,62,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,2,335773,0.83,0.698,e,-8.347,minor,0.0612,0.0154,1.78e-6,0.155,0.886,81.998,4,Jason Mraz
2BH2Qjvf22poDqGnlb9KXE,My Kind,49,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,3,296533,0.869,0.532,c,-7.467,minor,0.12,0.109,0,0.117,0.788,112.939,4,Jason Mraz
3ne0Sqo7td2CJLTcoL7nkj,Good Old Daze,48,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,4,251666,0.756,0.66,g,-7.614,major,0.0902,0.114,0,0.106,0.64,82.045,4,Jason Mraz
6xiV47yRH51aQ9NArkAhRo,You Do You (feat. Tiffany Haddish),48,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,5,276120,0.792,0.718,d,-7.201,minor,0.108,0.0628,0,0.304,0.814,84.032,4,Jason Mraz
6uvF15oBfR7kQBzF27vCtS,Wise Woman,53,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,6,281546,0.716,0.614,f#,-9.3,major,0.0462,0.065,2.99e-5,0.0914,0.679,93.012,4,Jason Mraz
3d98fbYTncFxls9tTS9okZ,Take The Music,48,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,7,348106,0.852,0.667,e,-8.269,minor,0.209,0.117,0,0.0397,0.703,138.014,4,Jason Mraz
5If6DqwTCqU0TCXlDFZ8LZ,Time Out (feat. Sister Carol),47,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,8,310653,0.832,0.641,b,-8.502,minor,0.0875,0.042,2.36e-6,0.244,0.912,143.901,4,Jason Mraz
4qd5HRN3NkQNCGaDNjLN9D,DJ FM AM JJASON,46,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,9,265306,0.802,0.753,a,-7.489,minor,0.0575,0.0396,0,0.0838,0.855,153.992,4,Jason Mraz
6J9jvzKzgtuGDWwAGI1xlj,Hearing Double,46,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,10,184573,0.946,0.636,g,-7.978,major,0.0506,0.238,4.02e-5,0.0443,0.818,107.933,4,Jason Mraz
7ocadgGlaAqR51viZ1PCvl,The Minute I Heard of Love,46,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,11,288373,0.811,0.599,a,-8.546,minor,0.0581,0.0916,0.00116,0.0545,0.813,144.009,4,Jason Mraz
0ovCdJZ9BUs16x84hmXmV3,Gratitude,46,1PuBipBX8qqeUN3FOPIexs,Look For The Good,12,12,417693,0.732,0.423,f#,-10.562,major,0.095,0.185,3.69e-6,0.125,0.283,86.074,4,Jason Mraz
3dglCYsVMjPbDlU2CC9Vq7,Let's See What The Night Can Do,61,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,1,245186,0.392,0.423,g,-7.813,major,0.0348,0.27,0,0.117,0.288,113.537,4,Jason Mraz
7BXW1QCg56yzEBV8pW8pah,Have It All,66,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,2,226106,0.643,0.638,c#,-4.947,minor,0.0407,0.204,0,0.0707,0.6,82.001,4,Jason Mraz
03VNgdCL9t8aPyvwZecglI,More Than Friends (feat. Meghan Trainor),59,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,3,181360,0.451,0.528,d,-6.984,major,0.0364,0.366,0,0.0811,0.527,139.28,5,Jason Mraz
7Igc6JB0xPDcn5yRkkVGQX,Unlonely,56,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,4,231266,0.795,0.667,f,-4.831,minor,0.0392,0.379,0,0.221,0.754,97.987,4,Jason Mraz
2x7h2ABCBEifwpDgNOGHGm,Better With You,53,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,5,161173,0.653,0.576,c,-7.993,major,0.0438,0.428,0,0.0889,0.417,99.042,4,Jason Mraz
4Akic5cb5RHJrTdQZY7AfX,No Plans,51,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,6,148000,0.491,0.304,a,-9.379,major,0.0291,0.5,0,0.0975,0.459,149.288,4,Jason Mraz
1hdPZivB5TgYcBpgGcZfBR,Sleeping To Dream,51,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,7,222040,0.566,0.559,d,-8.413,major,0.037,0.0537,0,0.119,0.486,81.997,4,Jason Mraz
0nbrLkHXitxgkiJHjLjBIk,Making It Up,45,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,8,172560,0.655,0.746,b,-5.598,minor,0.0581,0.581,0,0.307,0.711,80.001,4,Jason Mraz
0yZcjdT4KwNiWrjOAHLHtS,Might As Well Dance,50,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,9,236013,0.561,0.775,d,-5.805,major,0.0372,0.428,7.97e-5,0.105,0.917,83.624,4,Jason Mraz
6tfr6QF7ALjl7wRNCzNvJr,Love Is Still The Answer,51,7dwIWyB2jdJgL3P2JEgRKm,Know.,10,10,366453,0.252,0.461,d,-7.234,major,0.0332,0.0418,0.00623,0.119,0.122,177.508,3,Jason Mraz
1jjb7XWqw42y8DRcE4NJva,Intro - Live from Spotify Sessions,0,22MrOvzmcn6WeE4v6Ua6dj,Spotify Sessions,6,1,18738,0.671,0.565,e,-16.323,minor,0.927,0.684,0,0.918,0.969,60.015,4,Jason Mraz
58zeyAW9ZLBq5yKJaF1mxj,Long Drive - Live from Spotify Sessions,31,22MrOvzmcn6WeE4v6Ua6dj,Spotify Sessions,6,2,389532,0.51,0.445,g,-11.21,major,0.523,0.596,0,0.26,0.317,66.04,4,Jason Mraz
4AYIzS2zLYO3Wx6Zp9SCcP,Hello - Live from Spotify Sessions,30,22MrOvzmcn6WeE4v6Ua6dj,Spotify Sessions,6,3,458708,0.58,0.406,d,-12.147,minor,0.653,0.655,0,0.636,0.245,134.579,4,Jason Mraz
3LEb6ei46iIQ5zYIPFOAR4,Love Someone - Live from Spotify Sessions,32,22MrOvzmcn6WeE4v6Ua6dj,Spotify Sessions,6,4,421260,0.541,0.457,d,-11.906,major,0.468,0.486,0,0.27,0.342,97.07,4,Jason Mraz
4hbGPfz03P8Nnh75mFIAoH,Lucky - Live from Spotify Sessions,43,22MrOvzmcn6WeE4v6Ua6dj,Spotify Sessions,6,5,391404,0.519,0.62,a,-8.156,minor,0.151,0.657,0,0.679,0.285,100.137,4,Jason Mraz
1j5cGcXWdHKTPQ2XgXODJI,I'm Yours - Live on HSN Live,56,22MrOvzmcn6WeE4v6Ua6dj,Spotify Sessions,6,6,243941,0.428,0.694,b,-8.455,major,0.0978,0.697,0,0.764,0.574,145.353,4,Jason Mraz
1rDdFUQnX3fu7LFrrBgTOv,Rise,37,2bqksLEQxw80lhxXp6Xtcz,YES!,14,1,89013,0.0775,0.0145,d,-28.959,major,0.041,0.878,0.988,0.0955,0.0338,172.793,5,Jason Mraz
4Bo6FwC7Oe9zywSZc6q7hO,Love Someone,60,2bqksLEQxw80lhxXp6Xtcz,YES!,14,2,256973,0.579,0.363,g,-14.185,major,0.0308,0.306,0.00692,0.111,0.0754,97.955,4,Jason Mraz
6MLsEJgVs8sF7EHee5QqaM,"Hello, You Beautiful Thing",47,2bqksLEQxw80lhxXp6Xtcz,YES!,14,3,212586,0.708,0.457,d,-10.124,minor,0.0376,0.542,0,0.0984,0.268,138.072,4,Jason Mraz
28WClWvliFajAplluwtX2J,Long Drive,47,2bqksLEQxw80lhxXp6Xtcz,YES!,14,4,230746,0.53,0.578,g,-8.649,major,0.0342,0.199,3.12e-5,0.102,0.401,74.01,4,Jason Mraz
7k0LaQRIj7D55B0qeWHOBW,Everywhere,36,2bqksLEQxw80lhxXp6Xtcz,YES!,14,5,204733,0.648,0.673,c,-9.447,major,0.0344,0.0463,5.7e-6,0.127,0.631,143.069,4,Jason Mraz
2Ua5Nq3gQRPAJqnK8Nb8AQ,Best Friend,48,2bqksLEQxw80lhxXp6Xtcz,YES!,14,6,199640,0.6,0.434,g,-7.57,minor,0.038,0.407,2.13e-5,0.113,0.637,170.193,4,Jason Mraz
75pOOR8GRCA5vTNglnJGsH,Quiet,48,2bqksLEQxw80lhxXp6Xtcz,YES!,14,7,258720,0.596,0.408,c,-11.103,major,0.0404,0.641,0,0.0973,0.359,76.97,4,Jason Mraz
44IHpoVtYEAPbolJGi5tn6,Out of My Hands,37,2bqksLEQxw80lhxXp6Xtcz,YES!,14,8,205026,0.661,0.679,a#,-5.642,major,0.0274,0.327,2.35e-5,0.0713,0.67,144.112,4,Jason Mraz
5flETcE0vCaNcbgcMy5AYY,It's So Hard to Say Goodbye to Yesterday,44,2bqksLEQxw80lhxXp6Xtcz,YES!,14,9,178600,0.355,0.194,e,-14.157,major,0.0374,0.774,0,0.11,0.116,73.955,3,Jason Mraz
1As4s2KM4m0zT5dr9YT2lb,3 Things,47,2bqksLEQxw80lhxXp6Xtcz,YES!,14,10,174160,0.645,0.604,c,-8.749,major,0.0365,0.217,0,0.286,0.71,100.026,4,Jason Mraz
6eWDAW2zeXjpYa14W7ADId,You Can Rely on Me,41,2bqksLEQxw80lhxXp6Xtcz,YES!,14,11,222386,0.603,0.544,g,-9.122,major,0.0385,0.439,2.84e-6,0.0819,0.411,147.997,4,Jason Mraz
2BM8Bhx205sUOg8UwI55Sa,Back to the Earth,38,2bqksLEQxw80lhxXp6Xtcz,YES!,14,12,224853,0.606,0.607,g,-9.431,major,0.0466,0.418,0,0.082,0.64,152.105,4,Jason Mraz
47rBFtvlQfdAgPrJJIuvGa,A World with You,36,2bqksLEQxw80lhxXp6Xtcz,YES!,14,13,279080,0.489,0.306,d,-13.233,major,0.034,0.875,3.12e-4,0.125,0.212,117.289,3,Jason Mraz
0w9YwCZUh9boXADGk1tbu3,Shine,33,2bqksLEQxw80lhxXp6Xtcz,YES!,14,14,364400,0.6,0.502,g,-10.988,major,0.0353,0.451,0.0908,0.112,0.0712,140.082,4,Jason Mraz
0cXfUG7uyPgW9PD1WsfOD8,The Freedom Song,45,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,1,239986,0.661,0.693,f#,-7.562,minor,0.058,0.0867,0,0.086,0.847,94.039,4,Jason Mraz
395XDt5vt8DKguJDjGtYLU,Living in the Moment,50,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,2,235080,0.65,0.628,g,-7.16,major,0.0232,0.0482,0,0.119,0.699,84.14,4,Jason Mraz
6Vn8lTVMjILXQCjZUXS8n4,The Woman I Love,49,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,3,190751,0.591,0.647,e,-8.34,major,0.0277,0.0682,6.72e-5,0.231,0.678,79.679,4,Jason Mraz
5ivF4eQBqJiVL5IAE9jRyl,I Won't Give Up,69,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,4,240165,0.585,0.303,e,-10.058,major,0.0398,0.694,0,0.115,0.142,136.703,3,Jason Mraz
3IEvXtg3l0ikYX0wzZmNHs,5/6,35,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,5,357213,0.467,0.614,f,-8.272,major,0.0404,0.161,1.9e-6,0.337,0.71,155.559,3,Jason Mraz
0OShLqZ0kIrZeYA4M9Eelr,Everything Is Sound,40,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,6,285546,0.499,0.562,a,-8.238,major,0.0609,0.511,0,0.143,0.436,166.506,4,Jason Mraz
38jy6kRlPt8z1GUS9WXeNh,93 Million Miles,66,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,7,216386,0.573,0.454,d#,-10.286,major,0.0258,0.479,1.36e-5,0.0974,0.515,140.187,4,Jason Mraz
1UJhSw5n44zThKBgWr7Es4,Frank D. Fixer,36,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,8,285160,0.662,0.667,g,-7.732,major,0.0293,0.108,1.05e-6,0.131,0.545,90.982,4,Jason Mraz
10MItfqc2XgpchP0plPxOl,Who's Thinking About You Now?,36,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,9,287653,0.554,0.5,d#,-10.572,minor,0.0339,0.188,1.1e-5,0.113,0.301,144.229,4,Jason Mraz
4eJg7tx4azOyQsSWCtkKB6,In Your Hands,35,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,10,291346,0.677,0.341,f#,-14.562,major,0.035,0.77,6.17e-4,0.122,0.402,136.179,4,Jason Mraz
5FLRDjcoOwVb6UocUoGhvj,Be Honest (feat. Inara George),48,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,11,205000,0.757,0.308,b,-13.66,minor,0.0449,0.849,0,0.097,0.465,107.949,4,Jason Mraz
6YQ5iUWQwGxetqHdJP1tNn,The World as I See It,45,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,12,239156,0.574,0.749,a#,-7.011,major,0.0315,0.163,0,0.144,0.466,119.015,4,Jason Mraz
3vaEUJwqNMJHuNJEeW3DGc,I'm Coming Over,34,7oD9oCCtFhg5RoLtMR5TKl,Love Is a Four Letter Word,13,13,269031,0.468,0.459,a,-12.188,major,0.029,0.349,0.0152,0.289,0.28,98.165,4,Jason Mraz
6SDyzx5Jh8uMc8yTJ4DwSf,"Intro - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",0,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,1,5533,0,0.534,g#,-6.306,major,0,0.553,0,0,0,0,0,Jason Mraz
3OMt2ZECjauMe89NqByK8H,"Sunshine Song - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",33,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,2,310493,0.34,0.386,g,-10.146,major,0.0386,0.808,0,0.971,0.267,106.782,5,Jason Mraz
43yC2ACkinYwJUVAhtfjdK,"Traveler / Make It Mine - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",44,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,3,274506,0.353,0.903,e,-3.087,minor,0.11,0.0518,0,0.966,0.537,148.956,4,Jason Mraz
1PJQS0VTLUdTlxNqGajqGM,"Anything You Want - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",31,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,4,264133,0.54,0.62,g,-5.79,major,0.0376,0.297,0,0.951,0.611,98.134,4,Jason Mraz
3dNwY3KkwKnSeDvXnn4ySv,"Coyotes - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",30,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,5,250266,0.463,0.827,f,-4.07,minor,0.0599,0.269,0,0.956,0.238,98.108,4,Jason Mraz
1osY5Deh06ujI0oUNC0qjQ,"Live High - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",31,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,6,288693,0.382,0.728,a,-4.144,major,0.0492,0.118,0,0.991,0.353,77.73,4,Jason Mraz
7cw2GaSOEg1VCwHlo6CYzk,"Only Human - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",28,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,7,290666,0.412,0.81,c,-3.521,major,0.0489,0.12,0,0.969,0.596,147.822,4,Jason Mraz
6nRoGs2NWVeYO1pGSxoDLY,"The Remedy (I Won't Worry) - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",33,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,8,381640,0.497,0.882,g,-4.047,minor,0.0658,0.0832,0,0.929,0.737,87.27,4,Jason Mraz
1mqYfgGCRADYVJ7YzTKi8t,"The Dynamo of Volition - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",29,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,9,387426,0.479,0.947,b,-2.827,minor,0.162,0.15,0,0.911,0.481,115.778,4,Jason Mraz
5RFwH3iyUQKFWn6qF8kk5a,"A Beautiful Mess - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",33,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,10,510106,0.328,0.532,e,-5.329,major,0.0377,0.36,0,0.954,0.164,101.404,3,Jason Mraz
3OGcceoTcTwRQjJmh1K5jF,"I'm Yours - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",49,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,11,312800,0.41,0.729,b,-4.464,major,0.0524,0.246,0,0.962,0.461,143.566,4,Jason Mraz
7FMqPuhsyqfA65Mw0QgU1i,"Lucky (feat. Colbie Caillat) - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",37,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,12,200826,0.487,0.529,c,-6.74,major,0.0342,0.48,0,0.955,0.468,131.696,4,Jason Mraz
5LNSYZlWrsOxwNRBb4tipL,"Copchase - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",28,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,13,296573,0.424,0.919,a#,-3.421,minor,0.096,0.0025,0.105,0.695,0.411,135.204,4,Jason Mraz
7zV6lcEbkYnRIlztJR14hK,"All Night Long - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",35,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,14,298200,0.439,0.838,c#,-4.014,major,0.0884,0.0987,0,0.921,0.593,108.515,4,Jason Mraz
5OpLlRepZxc5LIS48Cfogg,"Butterfly - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",31,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,15,368933,0.42,0.917,a#,-3.246,minor,0.0972,0.122,0,0.972,0.562,109.591,4,Jason Mraz
52BNavXSfm4ActDpFKTvl1,"The Boy's Gone - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009",28,3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live on Earth,16,16,279066,0.639,0.203,e,-11.117,major,0.0322,0.733,0,0.098,0.233,113.805,4,Jason Mraz
6UdhIn5jito25nOYZ5jWlA,Make It Mine,45,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,1,187773,0.664,0.794,e,-5.198,minor,0.0481,0.164,0,0.159,0.641,149.949,4,Jason Mraz
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,82,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,2,242186,0.686,0.457,b,-8.322,major,0.0468,0.595,0,0.105,0.718,150.953,4,Jason Mraz
0IktbUcnAGrvD03AWnz3Q8,Lucky,76,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,3,191360,0.623,0.417,c,-8.699,major,0.0354,0.296,0,0.135,0.721,130.032,4,Jason Mraz
7rrmHHc1kY9vkIZnXrcH7T,Butterfly,52,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,4,299066,0.718,0.658,a#,-7.207,minor,0.0665,0.147,0,0.183,0.806,108.105,4,Jason Mraz
0XIVmUXrwk0IjQEOWFnyn1,Live High,50,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,5,254533,0.612,0.52,d,-9.665,major,0.0474,0.144,0,0.695,0.635,86.027,4,Jason Mraz
5OJ5utPWQbBRmGOZ6HpxgO,Love for a Child,39,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,6,244293,0.578,0.456,c,-8.865,minor,0.0267,0.147,0,0.124,0.432,141.853,4,Jason Mraz
7EvZucbeXRDEwT4cFpHEi8,Details in the Fabric (feat. James Morrison),51,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,7,345706,0.538,0.338,d#,-12.098,minor,0.0282,0.755,5.68e-5,0.848,0.33,89.93,4,Jason Mraz
6vPVvxt3QOORYL7EtoU80M,Coyotes,37,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,8,218226,0.702,0.695,f,-8.782,minor,0.0431,0.225,1.37e-4,0.0814,0.659,100.002,4,Jason Mraz
0dJL53qS9Vc4hLONKPJ7tj,Only Human,37,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,9,242693,0.714,0.42,c,-8.155,major,0.0667,0.323,1.49e-6,0.088,0.618,148.044,4,Jason Mraz
2YFy7hG1A583BPZQ2SYdKd,The Dynamo of Volition,38,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,10,216613,0.706,0.818,b,-7.844,minor,0.0447,0.215,0,0.312,0.737,118.069,4,Jason Mraz
5wfiaGgyuQcW2hvDy2NB5J,If It Kills Me,39,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,11,273653,0.632,0.429,e,-6.784,minor,0.0381,0.0448,0,0.132,0.521,143.795,4,Jason Mraz
4HMVeqf1r9cH240Ann9sJ3,A Beautiful Mess,52,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,12,12,337973,0.534,0.233,e,-12.055,major,0.0337,0.285,0,0.209,0.14,119.681,3,Jason Mraz
5f6YuUUT5XI0e2Jh22Yrsy,Make It Mine,46,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,1,187773,0.664,0.794,e,-5.198,minor,0.0481,0.164,0,0.159,0.641,149.949,4,Jason Mraz
3S0OXQeoh0w6AY8WQVckRW,I'm Yours,72,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,2,242186,0.686,0.457,b,-8.322,major,0.0468,0.595,0,0.105,0.718,150.953,4,Jason Mraz
2qLMf6TuEC3ruGJg4SMMN6,Lucky,66,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,3,191360,0.623,0.417,c,-8.699,major,0.0354,0.296,0,0.135,0.721,130.032,4,Jason Mraz
095eK5hacN4Y9r7k8TyJ1B,Butterfly,45,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,4,299066,0.718,0.658,a#,-7.207,minor,0.0665,0.147,0,0.183,0.806,108.105,4,Jason Mraz
7M2qyNIe1MQoZBkxNGg7Fh,Live High,41,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,5,254533,0.612,0.52,d,-9.665,major,0.0474,0.144,0,0.695,0.635,86.027,4,Jason Mraz
1Qvuj9WloHBRn7FRoCXepE,Love for a Child,39,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,6,244293,0.578,0.456,c,-8.865,minor,0.0267,0.147,0,0.124,0.432,141.853,4,Jason Mraz
3tpa0xZodDk9jmEKiio1Jb,Details in the Fabric (feat. James Morrison),42,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,7,345706,0.538,0.338,d#,-12.098,minor,0.0282,0.755,5.68e-5,0.848,0.33,89.93,4,Jason Mraz
1BWznhHZPGriEWStDgmjai,Coyotes,36,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,8,218226,0.702,0.695,f,-8.782,minor,0.0431,0.225,1.37e-4,0.0814,0.659,100.002,4,Jason Mraz
7Ajbt9UQ50yQ0fpFG5hj13,Only Human,35,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,9,242693,0.714,0.42,c,-8.155,major,0.0667,0.323,1.49e-6,0.088,0.618,148.044,4,Jason Mraz
40kxsbln77BpIcTtEUCVQF,The Dynamo of Volition,36,1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.,26,10,216613,0.706,0.818,b,-7.844,minor,0.0447,0.215,0,0.312,0.737,118.069,4,Jason Mraz
